episode,environment_steps,episode_steps,scenario_id,condition,success,collision,budget_cutoff,return,epsilon,demo_samples_cumulative,online_samples_cumulative,visible_dynamic_steps_cumulative,reference_risk_steps_cumulative,sampled_visible_dynamic_cumulative,risk_samples_cumulative,risk_buffer_size,risk_coverage_count,handover_progress,proposed_risk_steps_cumulative,intervention_steps_cumulative,teacher_fallback_steps_cumulative,teacher_unavailable_steps_cumulative,teacher_cache_hits_cumulative,teacher_planner_calls_cumulative,safe_samples_cumulative,safe_buffer_size,safe_coverage_count
17,1731,106,pair_001_n3_001_conflict,conflict,1,0,0,12.200000000000001,0.29711666666666664,27696,83088,946,12,4845,0,0,0,0.0,24,24,0,0,0,24,0,24,11
18,1839,108,pair_012_n5_012_conflict,conflict,1,0,0,12.180000000000001,0.2969366666666667,29424,88272,1008,14,5370,0,0,0,0.0,28,28,0,0,0,28,0,28,11
19,1947,108,pair_011_n3_011_control,control,1,0,0,12.180000000000001,0.29675666666666667,31152,93456,1057,14,5984,0,0,0,0.0,29,29,0,0,0,29,0,29,11
20,2041,94,pair_011_n5_011_control,control,1,0,0,12.320000000000002,0.2966,32656,97968,1122,14,6571,0,0,0,0.0,30,30,0,0,0,30,0,30,11
21,2143,102,pair_017_n5_017_conflict,conflict,1,0,0,12.240000000000002,0.29642999999999997,34288,102864,1187,16,7233,0,0,0,0.0,32,32,0,0,0,32,0,32,11
22,2238,95,pair_003_n5_003_conflict,conflict,1,0,0,12.310000000000002,0.29627166666666666,35808,107424,1225,16,7877,0,0,0,0.0,35,35,0,0,0,35,0,35,11
23,2332,94,pair_015_n5_015_conflict,conflict,1,0,0,12.320000000000002,0.29611499999999996,37312,111936,1269,18,8516,0,0,0,0.0,39,39,0,0,0,39,0,39,11
24,2440,108,pair_015_n5_015_control,control,1,0,0,12.180000000000001,0.295935,39040,117120,1339,20,9327,0,0,0,0.0,42,42,0,0,0,42,0,42,11
25,2530,90,pair_009_n5_009_control,control,1,0,0,12.360000000000001,0.29578499999999996,40480,121440,1416,21,10025,0,0,0,0.0,45,45,0,0,0,45,0,45,11
26,2617,87,pair_010_n5_010_conflict,conflict,1,0,0,12.390000000000002,0.29564,41872,125616,1463,21,10750,0,0,0,0.0,45,45,0,0,0,45,0,45,11
27,2711,94,pair_003_n3_003_control,control,1,0,0,12.32,0.2954833333333333,43376,130128,1511,22,11523,0,0,0,0.0,49,49,0,0,0,49,0,49,13
28,2807,96,pair_003_n3_003_conflict,conflict,1,0,0,12.3,0.2953233333333333,44912,134736,1572,23,12349,0,0,0,0.0,53,53,0,0,0,53,0,53,15
29,2916,109,pair_010_n3_010_conflict,conflict,1,0,0,12.170000000000002,0.29514166666666664,46656,139968,1627,24,13292,0,0,0,0.0,55,55,0,0,0,55,0,55,16
30,3032,116,pair_014_n3_014_conflict,conflict,1,0,0,12.100000000000001,0.2949483333333333,48512,145536,1694,24,14294,0,0,0,0.0,56,56,0,0,0,56,0,56,17
31,3137,105,pair_017_n3_017_control,control,1,0,0,12.21,0.29477333333333333,50192,150576,1743,24,15295,0,0,0,0.0,56,56,0,0,0,56,0,56,17
32,3252,115,pair_016_n5_016_conflict,conflict,1,0,0,12.110000000000001,0.29458166666666663,52032,156096,1815,24,16459,0,0,0,0.0,57,57,0,0,0,57,0,57,17
33,3362,110,pair_000_n3_000_conflict,conflict,1,0,0,12.16,0.2943983333333333,53792,161376,1877,25,17594,0,0,0,0.0,61,61,0,0,0,61,0,61,17
34,3462,100,pair_008_n5_008_conflict,conflict,1,0,0,12.260000000000002,0.29423166666666667,55392,166176,1946,26,18679,0,0,0,0.0,64,64,0,0,0,64,0,64,18
35,3561,99,pair_004_n5_004_conflict,conflict,1,0,0,12.270000000000001,0.29406666666666664,56976,170928,2000,26,19733,0,0,0,0.0,66,66,0,0,0,66,0,66,19
36,3652,91,pair_000_n3_000_control,control,1,0,0,12.350000000000001,0.293915,58432,175296,2048,26,20810,0,0,0,0.0,66,66,0,0,0,66,0,66,19
37,3764,112,pair_011_n3_011_conflict,conflict,1,0,0,12.14,0.2937283333333333,60224,180672,2110,26,22104,0,0,0,0.0,72,72,0,0,0,72,0,72,20
38,3861,97,pair_016_n3_016_control,control,1,0,0,12.290000000000001,0.29356666666666664,61776,185328,2170,26,23273,0,0,0,0.0,72,72,0,0,0,72,0,72,20
39,3970,109,pair_006_n5_006_control,control,1,0,0,12.170000000000002,0.293385,63520,190560,2279,27,24606,0,0,0,0.0,76,76,0,0,0,76,0,76,20
40,4071,101,pair_001_n5_001_conflict,conflict,1,0,0,12.250000000000002,0.2932166666666667,65136,195408,2352,28,25895,0,0,0,0.0,78,78,0,0,0,78,0,78,21
41,4185,114,pair_013_n5_013_control,control,1,0,0,12.120000000000001,0.29302666666666666,66960,200880,2447,29,27438,0,0,0,0.0,81,81,0,0,0,81,0,81,21
42,4281,96,pair_002_n3_002_control,control,1,0,0,12.300000000000004,0.29286666666666666,68496,205488,2502,33,28735,0,0,0,0.0,84,84,0,0,0,84,0,84,21
43,4365,84,pair_008_n3_008_control,control,1,0,0,12.420000000000002,0.29272666666666664,69840,209520,2560,34,29905,0,0,0,0.0,86,86,0,0,0,86,0,86,21
44,4445,80,pair_006_n3_006_conflict,conflict,1,0,0,12.46,0.2925933333333333,71120,213360,2605,34,31071,0,0,0,0.0,87,87,0,0,0,87,0,87,21
45,4535,90,pair_017_n3_017_conflict,conflict,1,0,0,12.360000000000001,0.29244333333333333,72560,217680,2657,34,32372,0,0,0,0.0,87,87,0,0,0,87,0,87,21
46,4623,88,pair_001_n3_001_control,control,1,0,0,12.380000000000003,0.29229666666666665,73968,221904,2696,34,33687,0,0,0,0.0,90,90,0,0,0,90,0,90,21
47,4721,98,pair_004_n3_004_control,control,1,0,0,12.280000000000001,0.2921333333333333,75536,226608,2737,34,35175,0,0,0,0.0,91,91,0,0,0,91,0,91,21
48,4818,97,pair_000_n5_000_conflict,conflict,1,0,0,12.290000000000003,0.29197166666666663,77088,231264,2804,34,36637,0,0,0,0.0,92,92,0,0,0,92,0,92,21
49,4902,84,pair_002_n3_002_conflict,conflict,1,0,0,12.420000000000002,0.29183166666666666,78432,235296,2842,35,37963,0,0,0,0.0,93,93,0,0,0,93,0,93,21
50,5012,110,pair_002_n5_002_control,control,1,0,0,12.16,0.29164833333333334,80192,240576,2890,35,39702,0,0,0,0.0,94,94,0,0,0,94,0,94,21
51,5126,114,pair_007_n3_007_control,control,1,0,0,12.120000000000001,0.2914583333333333,82016,246048,2960,41,41516,0,0,0,0.0,100,100,0,0,0,100,0,100,21
52,5219,93,pair_002_n5_002_conflict,conflict,1,0,0,12.330000000000002,0.2913033333333333,83504,250512,3005,43,43033,0,0,0,0.0,102,102,0,0,0,102,0,102,21
53,5310,91,pair_007_n3_007_conflict,conflict,1,0,0,12.350000000000001,0.29115166666666664,84960,254880,3076,43,44546,0,0,0,0.0,103,103,0,0,0,103,0,103,21
54,5395,85,pair_001_n5_001_control,control,1,0,0,12.410000000000002,0.29101,86320,258960,3119,44,45991,0,0,0,0.0,103,103,0,0,0,103,0,103,21
55,5482,87,pair_004_n3_004_conflict,conflict,1,0,0,12.39,0.290865,87712,263136,3158,45,47496,0,0,0,0.0,106,106,0,0,0,106,0,106,21
56,5569,87,pair_017_n5_017_control,control,1,0,0,12.39,0.29072,89104,267312,3213,46,49014,0,0,0,0.0,107,107,0,0,0,107,0,107,22
57,5663,94,pair_010_n3_010_control,control,1,0,0,12.320000000000002,0.29056333333333334,90608,271824,3257,47,50682,0,0,0,0.0,109,109,0,0,0,109,0,109,22
58,5760,97,pair_008_n3_008_conflict,conflict,1,0,0,12.290000000000001,0.29040166666666667,92160,276480,3300,47,52532,0,0,0,0.0,109,109,0,0,0,109,0,109,22
59,5853,93,pair_007_n5_007_conflict,conflict,1,0,0,12.330000000000002,0.29024666666666665,93648,280944,3387,48,54233,0,0,0,0.0,110,110,0,0,0,110,0,110,23
60,5969,116,pair_014_n5_014_control,control,1,0,0,12.100000000000001,0.29005333333333333,95504,286512,3475,51,56398,0,0,0,0.0,117,117,0,0,0,117,0,117,23
61,6074,105,pair_011_n5_011_conflict,conflict,1,0,0,12.21,0.28987833333333335,97184,291552,3549,53,58440,0,0,0,0.0,121,121,0,0,0,121,0,121,23
62,6155,81,pair_016_n5_016_control,control,1,0,0,12.450000000000001,0.2897433333333333,98480,295440,3612,53,60019,0,0,0,0.0,125,125,0,0,0,125,0,125,23
63,6250,95,pair_014_n5_014_conflict,conflict,1,0,0,12.310000000000002,0.289585,100000,300000,3689,53,61961,0,0,0,0.0,126,126,0,0,0,126,0,126,23
64,6377,127,pair_012_n3_012_control,control,1,0,0,11.990000000000002,0.2893733333333333,102032,306096,3724,53,64594,0,0,0,0.0,126,126,0,0,0,126,0,126,23
65,6465,88,pair_012_n5_012_control,control,1,0,0,12.380000000000003,0.28922666666666663,103440,310320,3765,54,66405,0,0,0,0.0,128,128,0,0,0,128,0,128,23
66,6559,94,pair_016_n3_016_conflict,conflict,1,0,0,12.32,0.28907,104944,314832,3802,54,68449,0,0,0,0.0,131,131,0,0,0,131,0,131,23
67,6660,101,pair_006_n3_006_control,control,1,0,0,12.250000000000002,0.28890166666666667,106560,319680,3831,55,70537,0,0,0,0.0,135,135,0,0,0,135,0,135,23
68,6758,98,pair_005_n3_005_conflict,conflict,1,0,0,12.280000000000001,0.2887383333333333,108128,324384,3874,55,72588,0,0,0,0.0,137,137,0,0,0,137,0,137,24
69,6847,89,pair_009_n5_009_conflict,conflict,1,0,0,12.370000000000001,0.28859,109552,328656,3911,55,74494,0,0,0,0.0,138,138,0,0,0,138,0,138,24
70,6966,119,pair_003_n5_003_control,control,1,0,0,12.07,0.28839166666666666,111456,334368,3942,56,76972,0,0,0,0.0,139,139,0,0,0,139,0,139,24
71,7060,94,pair_014_n3_014_control,control,1,0,0,12.32,0.28823499999999996,112960,338880,3980,56,78995,0,0,0,0.0,141,141,0,0,0,141,0,141,24
72,7157,97,pair_013_n3_013_conflict,conflict,1,0,0,12.290000000000001,0.28807333333333335,114512,343536,4016,56,81063,0,0,0,0.0,141,141,0,0,0,141,0,141,24
73,7269,112,pair_006_n5_006_control,control,1,0,0,12.140000000000002,0.2878866666666667,116304,348912,4084,58,83615,0,0,0,0.0,144,144,0,0,0,144,0,144,24
74,7380,111,pair_007_n3_007_control,control,1,0,0,12.150000000000002,0.28770166666666663,118080,354240,4118,58,86181,0,0,0,0.0,145,145,0,0,0,145,0,145,24
75,7480,100,pair_002_n3_002_conflict,conflict,1,0,0,12.260000000000002,0.287535,119680,359040,4157,59,88470,0,0,0,0.0,149,149,0,0,0,149,0,149,24
76,7589,109,pair_017_n3_017_conflict,conflict,1,0,0,12.170000000000002,0.28735333333333335,121424,364272,4197,59,90973,0,0,0,0.0,149,149,0,0,0,149,0,149,24
77,7701,112,pair_016_n5_016_conflict,conflict,1,0,0,12.14,0.2871666666666667,123216,369648,4233,59,93570,0,0,0,0.0,149,149,0,0,0,149,0,149,24
78,7811,110,pair_000_n5_000_conflict,conflict,1,0,0,12.16,0.2869833333333333,124976,374928,4272,59,96166,0,0,0,0.0,149,149,0,0,0,149,0,149,24
79,7898,87,pair_008_n5_008_control,control,1,0,0,12.39,0.2868383333333333,126368,379104,4330,59,98241,0,0,0,0.0,149,149,0,0,0,149,0,149,24
80,7996,98,pair_009_n3_009_control,control,1,0,0,12.280000000000001,0.286675,127936,383808,4352,59,100572,0,0,0,0.0,149,149,0,0,0,149,0,149,24
81,8110,114,pair_012_n5_012_conflict,conflict,1,0,0,12.120000000000001,0.286485,129760,389280,4395,59,103261,0,0,0,0.0,149,149,0,0,0,149,0,149,24
82,8199,89,pair_007_n5_007_conflict,conflict,1,0,0,12.370000000000001,0.2863366666666667,131184,393552,4458,59,105405,0,0,0,0.0,151,151,0,0,0,151,0,151,24
83,8302,103,pair_012_n3_012_control,control,1,0,0,12.23,0.286165,132832,398496,4502,59,107923,0,0,0,0.0,152,152,0,0,0,152,0,152,24
84,8402,100,pair_010_n3_010_control,control,1,0,0,12.260000000000002,0.2859983333333333,134432,403296,4545,59,110463,0,0,0,0.0,152,152,0,0,0,152,0,152,24
85,8516,114,pair_002_n5_002_conflict,conflict,1,0,0,12.120000000000001,0.28580833333333333,136256,408768,4614,62,113351,0,0,0,0.0,154,154,0,0,0,154,0,154,24
86,8614,98,pair_004_n5_004_conflict,conflict,1,0,0,12.280000000000001,0.285645,137824,413472,4652,62,115862,0,0,0,0.0,154,154,0,0,0,154,0,154,24
87,8702,88,pair_016_n3_016_conflict,conflict,1,0,0,12.380000000000003,0.2854983333333333,139232,417696,4689,62,118161,0,0,0,0.0,155,155,0,0,0,155,0,155,24
88,8804,102,pair_009_n5_009_conflict,conflict,1,0,0,12.240000000000002,0.2853283333333333,140864,422592,4761,63,120813,0,0,0,0.0,159,159,0,0,0,159,0,159,24
89,8901,97,pair_006_n3_006_conflict,conflict,1,0,0,12.290000000000001,0.2851666666666667,142416,427248,4799,63,123357,0,0,0,0.0,159,159,0,0,0,159,0,159,24
90,9003,102,pair_007_n3_007_conflict,conflict,1,0,0,12.240000000000002,0.2849966666666667,144048,432144,4864,64,126003,0,0,0,0.0,161,161,0,0,0,161,0,161,24
91,9118,115,pair_014_n5_014_conflict,conflict,1,0,0,12.110000000000001,0.284805,145888,437664,4965,67,128942,0,0,0,0.0,171,171,0,0,0,171,0,171,24
92,9212,94,pair_001_n5_001_control,control,1,0,0,12.320000000000002,0.28464833333333334,147392,442176,4993,67,131414,0,0,0,0.0,171,171,0,0,0,171,0,171,24
93,9306,94,pair_013_n5_013_conflict,conflict,1,0,0,12.32,0.28449166666666664,148896,446688,5054,67,133880,0,0,0,0.0,171,171,0,0,0,171,0,171,24
94,9394,88,pair_017_n3_017_control,control,1,0,0,12.380000000000003,0.284345,150304,450912,5097,67,136119,0,0,0,0.0,172,172,0,0,0,172,0,172,24
95,9490,96,pair_013_n5_013_control,control,1,0,0,12.3,0.28418499999999997,151840,455520,5158,68,138564,0,0,0,0.0,173,173,0,0,0,173,0,173,24
96,9593,103,pair_006_n5_006_conflict,conflict,1,0,0,12.230000000000002,0.28401333333333334,153488,460464,5253,70,141195,0,0,0,0.0,177,177,0,0,0,177,0,177,25
97,9685,92,pair_015_n3_015_control,control,1,0,0,12.340000000000002,0.28386,154960,464880,5278,70,143541,0,0,0,0.0,178,178,0,0,0,178,0,178,25
98,9784,99,pair_010_n5_010_control,control,1,0,0,12.270000000000001,0.283695,156544,469632,5303,70,146108,0,0,0,0.0,179,179,0,0,0,179,0,179,25
99,9876,92,pair_012_n5_012_control,control,1,0,0,12.340000000000003,0.28354166666666664,158016,474048,5347,72,148443,0,0,0,0.0,182,182,0,0,0,182,0,182,25
100,9952,76,pair_005_n5_005_conflict,conflict,1,0,0,12.500000000000002,0.283415,159232,477696,5382,72,150347,0,0,0,0.0,182,182,0,0,0,182,0,182,25
101,10094,142,pair_009_n3_009_conflict,conflict,1,0,0,11.84,0.2831783333333333,161504,484512,5466,78,153988,0,0,0,0.0,192,192,0,0,0,192,0,192,25
102,10203,109,pair_008_n3_008_conflict,conflict,1,0,0,12.170000000000002,0.2829966666666667,163248,489744,5523,79,156752,0,0,0,0.0,193,193,0,0,0,193,0,193,25
103,10290,87,pair_004_n3_004_control,control,1,0,0,12.39,0.28285166666666667,164640,493920,5557,79,159016,0,0,0,0.0,193,193,0,0,0,193,0,193,25
104,10380,90,pair_003_n3_003_conflict,conflict,1,0,0,12.360000000000001,0.28270166666666663,166080,498240,5614,79,161345,0,0,0,0.0,195,195,0,0,0,195,0,195,25
105,10476,96,pair_005_n3_005_conflict,conflict,1,0,0,12.3,0.28254166666666664,167616,502848,5671,81,163874,0,0,0,0.0,196,196,0,0,0,196,0,196,25
106,10576,100,pair_003_n3_003_control,control,1,0,0,12.260000000000002,0.282375,169216,507648,5725,84,166459,0,0,0,0.0,200,200,0,0,0,200,0,200,25
107,10670,94,pair_008_n5_008_conflict,conflict,1,0,0,12.32,0.28221833333333335,170720,512160,5786,84,168901,0,0,0,0.0,201,201,0,0,0,201,0,201,25
108,10770,100,pair_011_n3_011_conflict,conflict,1,0,0,12.260000000000002,0.28205166666666664,172320,516960,5825,84,171510,0,0,0,0.0,201,201,0,0,0,201,0,201,25
109,10879,109,pair_011_n3_011_control,control,1,0,0,12.170000000000002,0.28187,174064,522192,5899,86,174332,0,0,0,0.0,205,205,0,0,0,205,0,205,25
110,10962,83,pair_015_n3_015_conflict,conflict,1,0,0,12.430000000000001,0.28173166666666666,175392,526176,5941,86,176529,0,0,0,0.0,205,205,0,0,0,205,0,205,25
111,11054,92,pair_000_n3_000_conflict,conflict,1,0,0,12.340000000000002,0.2815783333333333,176864,530592,5978,86,178907,0,0,0,0.0,205,205,0,0,0,205,0,205,25
112,11144,90,pair_011_n5_011_conflict,conflict,1,0,0,12.360000000000001,0.28142833333333334,178304,534912,6027,86,181254,0,0,0,0.0,206,206,0,0,0,206,0,206,25
113,11228,84,pair_000_n5_000_control,control,1,0,0,12.420000000000002,0.2812883333333333,179648,538944,6091,89,183427,0,0,0,0.0,209,209,0,0,0,209,0,209,25
114,11319,91,pair_014_n5_014_control,control,1,0,0,12.350000000000001,0.28113666666666665,181104,543312,6166,90,185733,0,0,0,0.0,209,209,0,0,0,209,0,209,25
115,11412,93,pair_017_n5_017_conflict,conflict,1,0,0,12.330000000000002,0.28098166666666663,182592,547776,6249,94,188138,0,0,0,0.0,214,214,0,0,1,213,0,214,25
116,11498,86,pair_002_n3_002_control,control,1,0,0,12.400000000000002,0.2808383333333333,183968,551904,6280,94,190385,0,0,0,0.0,215,215,0,0,1,214,0,215,25
117,11588,90,pair_014_n3_014_conflict,conflict,1,0,0,12.360000000000001,0.2806883333333333,185408,556224,6321,95,192743,0,0,0,0.0,217,217,0,0,2,215,0,217,25
118,11679,91,pair_015_n5_015_control,control,1,0,0,12.350000000000001,0.28053666666666666,186864,560592,6352,95,195084,0,0,0,0.0,217,217,0,0,2,215,0,217,25
119,11779,100,pair_006_n3_006_control,control,1,0,0,12.260000000000002,0.28037,188464,565392,6402,95,197680,0,0,0,0.0,217,217,0,0,2,215,0,217,25
120,11884,105,pair_001_n3_001_conflict,conflict,1,0,0,12.21,0.28019499999999997,190144,570432,6450,95,200380,0,0,0,0.0,217,217,0,0,2,215,0,217,25
121,11974,90,pair_016_n5_016_control,control,1,0,0,12.360000000000001,0.280045,191584,574752,6480,95,202746,0,0,0,0.0,217,217,0,0,2,215,0,217,25
122,12084,110,pair_009_n5_009_control,control,1,0,0,12.16,0.2798616666666667,193344,580032,6515,95,205555,0,0,0,0.0,217,217,0,0,2,215,0,217,25
123,12188,104,pair_013_n3_013_control,control,1,0,0,12.22,0.2796883333333333,195008,585024,6536,95,208204,0,0,0,0.0,217,217,0,0,2,215,0,217,25
124,12282,94,pair_001_n5_001_conflict,conflict,1,0,0,12.32,0.2795316666666667,196512,589536,6581,95,210573,0,0,0,0.0,217,217,0,0,2,215,0,217,25
125,12401,119,pair_004_n3_004_conflict,conflict,1,0,0,12.07,0.2793333333333333,198416,595248,6607,95,213508,0,0,0,0.0,217,217,0,0,2,215,0,217,25
126,12503,102,pair_000_n3_000_control,control,1,0,0,12.240000000000002,0.2791633333333333,200048,600144,6662,95,216051,0,0,0,0.0,217,217,0,0,2,215,0,217,25
127,12585,82,pair_010_n3_010_conflict,conflict,1,0,0,12.440000000000001,0.27902666666666665,201360,604080,6673,95,218018,0,0,0,0.0,217,217,0,0,2,215,0,217,25
128,12681,96,pair_001_n3_001_control,control,1,0,0,12.3,0.27886666666666665,202896,608688,6686,95,220360,0,0,0,0.0,217,217,0,0,2,215,0,217,25
129,12786,105,pair_016_n3_016_control,control,1,0,0,12.21,0.27869166666666667,204576,613728,6740,95,222863,0,0,0,0.0,219,219,0,0,2,217,0,219,26
130,12875,89,pair_007_n5_007_control,control,1,0,0,12.370000000000001,0.2785433333333333,206000,618000,6784,95,225028,0,0,0,0.0,219,219,0,0,2,217,0,219,26
131,12960,85,pair_017_n5_017_control,control,1,0,0,12.410000000000002,0.27840166666666666,207360,622080,6818,95,226995,0,0,0,0.0,219,219,0,0,2,217,0,219,26
132,13042,82,pair_003_n5_003_control,control,1,0,0,12.440000000000001,0.278265,208672,626016,6838,95,228949,0,0,0,0.0,220,220,0,0,2,218,0,220,26
133,13131,89,pair_008_n3_008_control,control,1,0,0,12.370000000000001,0.2781166666666667,210096,630288,6868,95,231005,0,0,0,0.0,220,220,0,0,2,218,0,220,26
134,13239,108,pair_011_n5_011_control,control,1,0,0,12.180000000000001,0.27793666666666667,211824,635472,6899,95,233514,0,0,0,0.0,220,220,0,0,2,218,0,220,26
135,13336,97,pair_002_n5_002_control,control,1,0,0,12.290000000000001,0.277775,213376,640128,6925,95,235769,0,0,0,0.0,220,220,0,0,2,218,0,220,26
136,13419,83,pair_014_n3_014_control,control,1,0,0,12.430000000000001,0.27763666666666664,214704,644112,6955,95,237699,0,0,0,0.0,220,220,0,0,2,218,0,220,26
137,13499,80,pair_005_n5_005_control,control,1,0,0,12.46,0.2775033333333333,215984,647952,6978,95,239557,0,0,0,0.0,220,220,0,0,2,218,0,220,26
138,13598,99,pair_005_n3_005_control,control,1,0,0,12.270000000000001,0.2773383333333333,217568,652704,7012,95,241877,0,0,0,0.0,220,220,0,0,2,218,0,220,26
139,13692,94,pair_012_n3_012_conflict,conflict,1,0,0,12.320000000000002,0.27718166666666666,219072,657216,7050,97,244035,0,0,0,0.0,222,222,0,0,2,220,0,222,26
140,13794,102,pair_015_n5_015_conflict,conflict,1,0,0,12.240000000000002,0.27701166666666666,220704,662112,7076,97,246340,0,0,0,0.0,222,222,0,0,2,220,0,222,26
141,13910,116,pair_010_n5_010_conflict,conflict,1,0,0,12.100000000000001,0.27681833333333333,222560,667680,7121,101,248953,0,0,0,0.0,227,227,0,0,2,225,0,227,26
142,14003,93,pair_003_n5_003_conflict,conflict,1,0,0,12.330000000000002,0.2766633333333333,224048,672144,7172,103,251042,0,0,0,0.0,231,231,0,0,2,229,0,231,26
143,14099,96,pair_004_n5_004_control,control,1,0,0,12.3,0.2765033333333333,225584,676752,7216,103,253192,0,0,0,0.0,231,231,0,0,2,229,0,231,26
144,14194,95,pair_017_n5_017_control,control,1,0,0,12.310000000000002,0.276345,227104,681312,7272,108,255418,0,0,0,0.0,234,234,0,0,3,231,0,234,26
145,14284,90,pair_004_n5_004_control,control,1,0,0,12.360000000000001,0.27619499999999997,228544,685632,7315,109,257396,0,0,0,0.0,236,236,0,0,3,233,0,236,26
146,14387,103,pair_005_n3_005_control,control,1,0,0,12.23,0.27602333333333334,230192,690576,7393,109,259701,0,0,0,0.0,243,243,0,0,3,240,0,243,26
147,14495,108,pair_014_n5_014_conflict,conflict,1,0,0,12.180000000000001,0.27584333333333333,231920,695760,7427,109,262185,0,0,0,0.0,243,243,0,0,3,240,0,243,26
148,14588,93,pair_013_n3_013_conflict,conflict,1,0,0,12.330000000000002,0.2756883333333333,233408,700224,7475,109,264277,0,0,0,0.0,243,243,0,0,3,240,0,243,26
149,14670,82,pair_007_n3_007_control,control,1,0,0,12.440000000000001,0.27555166666666664,234720,704160,7532,111,266116,0,0,0,0.0,245,245,0,0,3,242,0,245,26
150,14757,87,pair_002_n3_002_conflict,conflict,1,0,0,12.390000000000002,0.27540666666666663,236112,708336,7573,111,268017,0,0,0,0.0,246,246,0,0,3,243,0,246,26
151,14839,82,pair_015_n5_015_conflict,conflict,1,0,0,12.440000000000001,0.27527,237424,712272,7594,111,269847,0,0,0,0.0,246,246,0,0,3,243,0,246,26
152,14939,100,pair_016_n5_016_control,control,1,0,0,12.260000000000002,0.2751033333333333,239024,717072,7637,111,272081,0,0,0,0.0,246,246,0,0,3,243,0,246,26
153,15035,96,pair_009_n5_009_control,control,1,0,0,12.3,0.2749433333333333,240560,721680,7679,111,274162,0,0,0,0.0,246,246,0,0,3,243,0,246,26
154,15136,101,pair_006_n5_006_control,control,1,0,0,12.25,0.274775,242176,726528,7733,111,276396,0,0,0,0.0,250,250,0,0,4,246,0,250,26
155,15244,108,pair_010_n5_010_control,control,1,0,0,12.180000000000001,0.274595,243904,731712,7748,111,278827,0,0,0,0.0,250,250,0,0,4,246,0,250,26
